0.335166 0.933762
0.966077 0.745121
0.827036 0.822756
0.438072 0.071500
0.746799 0.289088
0.029869 0.869004
0.179416 0.465791
0.112159 0.412744
0.321607 0.537729
0.324471 0.542595
0.367410 0.046201
0.834764 0.658926
0.241439 0.746066
0.237539 0.202814
0.683994 0.732256
0.757413 0.862731
0.962091 0.247714
0.684111 0.900741
0.316849 0.703715
0.612329 0.610801
0.107142 0.913738
0.968243 0.661358
0.754806 0.611645
0.470732 0.852226
0.902892 0.695434
0.675833 0.330853
0.757897 0.035573
0.095612 0.251503
0.105678 0.666867
0.103950 0.997439
0.479821 0.011975
0.601930 0.299704
0.033595 0.449022
0.831055 0.577134
0.035198 0.454649
0.167932 0.025062
0.542102 0.894146
0.103640 0.906698
0.539602 0.736724
0.464616 0.698275
0.756179 0.533633
0.100005 0.331635
0.242919 0.346734
0.034042 0.544163
0.821309 0.165867
0.614638 0.858161
0.884750 0.369891
0.684792 0.064715
0.962904 0.493903
0.761509 0.029504
0.236453 0.204850
0.247344 0.499568
0.308008 0.244827
0.172329 0.305283
0.396478 0.825494
0.753507 0.943414
0.098592 0.255135
0.318462 0.314512
0.470469 0.854552
0.249303 0.963756
0.970090 0.664448
0.242171 0.039481
0.464243 0.700626
0.827096 0.904729
0.674960 0.336900
0.539091 0.658984
0.889566 0.287846
0.522896 0.183495
0.958071 0.247598
0.682313 0.072048
0.394095 0.353191
0.234891 0.272161
0.466037 0.702828
0.318795 0.623752
0.686847 0.905751
0.324852 0.387760
0.302397 0.162468
0.628138 0.012283
0.177455 0.704015
0.178239 0.375380
0.537301 0.894457
0.020538 0.212933
0.464515 0.536390
0.619215 0.095576
0.959939 0.328033
0.235550 0.115132
0.404782 0.985185
0.605796 0.300012
0.958156 0.167449
0.476814 0.931714
0.538707 0.814325
0.825948 0.577449
0.168992 0.090282
0.668604 0.160305
0.892996 0.872228
0.827374 0.582796
0.319903 0.708340
0.394501 0.585679
0.179344 0.379672
0.960529 0.411962
0.965568 0.911955
0.896517 0.782432
0.678985 0.406452
0.607228 0.453382
0.758811 0.613730
0.812882 0.331884
0.956537 0.406627
0.451664 0.150412
0.304046 0.082437
0.744295 0.197202
0.599334 0.214347
0.032799 0.287724
0.413277 0.983407
0.957197 0.326753
0.538043 0.498665
0.241853 0.423132
0.403486 0.901214
0.820322 0.159965
0.248957 0.509355
0.158070 0.228348
0.471087 0.465463
0.312841 0.008092
0.613658 0.696092
0.612357 0.852638
0.526861 0.263247
0.452272 0.232235
0.540844 0.805529
0.816731 0.409688
0.460875 0.310569
0.968533 0.576340
0.027910 0.125847
0.313253 0.706042
0.612981 0.773987
0.757624 0.781810
0.743413 0.448910
0.515502 0.109306
0.824580 0.910737
0.819644 0.488897
0.752610 0.695376
0.391551 0.739834
0.611265 0.696655
0.453407 0.150591
0.896027 0.450466
0.032997 0.782126
0.541024 0.582451
0.963583 0.409486
0.033008 0.046240
0.446611 0.150360
0.819044 0.330472
0.552519 0.965716
0.674720 0.249717
0.318595 0.864061
0.541988 0.810349
0.325600 0.789909
0.528774 0.264512
0.031054 0.367023
0.758440 0.865542
0.516011 0.106301
0.397844 0.582521
0.755443 0.781185
0.962029 0.500912
0.042125 0.625420
0.957852 0.244586
0.245674 0.750370
0.472231 0.857103
0.757627 0.859464
0.176610 0.701107
0.175158 0.457262
0.106151 0.748262
0.034720 0.543312
0.957077 0.078784
0.384600 0.276462
0.601193 0.215223
0.536333 0.659679
0.613010 0.694688
0.166731 0.949370
0.103198 0.502136
0.958718 0.085582
0.676166 0.412268
0.240894 0.894884
0.399290 0.904400
0.242851 0.341614
0.101364 0.996065
0.896618 0.785520
0.810431 0.247122
0.541792 0.426624
0.962526 0.080366
0.542609 0.894105
0.475481 0.935186
0.828379 0.739895
0.167972 0.020069
0.322973 0.316612
0.102575 0.829492
0.251408 0.662933
0.540362 0.423177
0.174770 0.787552
0.682747 0.817672
0.038221 0.371402
0.236505 0.115346
0.319573 0.005603
0.687173 0.984406
0.323163 0.861319
0.610365 0.858688
0.249572 0.823527
0.964565 0.582610
0.034276 0.711443
0.513744 0.110803
0.960255 0.330097
0.169572 0.623448
0.327123 0.861538
0.830877 0.659651
0.529602 0.260687
0.031343 0.459768
0.247886 0.586311
0.605476 0.373997
0.534091 0.498875
0.744845 0.121777
0.104401 0.578258
0.601960 0.295538
0.245656 0.747185
0.813880 0.241940
0.829389 0.824648
0.613102 0.533858
0.096002 0.168457
0.039182 0.539584
0.616568 0.933347
0.895118 0.037608
0.458106 0.234522
0.247847 0.972060
0.760524 0.033698
0.597031 0.216089
0.236835 0.035165
0.818765 0.413016
0.226755 0.276042
0.755125 0.536260
0.755518 0.947270
0.582107 0.142475
0.099140 0.000897
0.170614 0.619836
0.891487 0.126903
0.969819 0.744180
0.970155 0.664961
0.245314 0.663568
0.742035 0.286365
0.157579 0.238817
0.746663 0.370717
0.534452 0.659395
0.619592 0.010037
0.405581 0.981350
0.754410 0.775781
0.831628 0.991814
0.955150 0.163240
0.303862 0.086057
0.529288 0.341991
0.160360 0.233702
0.971089 0.999039
0.469969 0.776012
0.305943 0.248773
0.748365 0.365683
0.887330 0.213861
0.530865 0.347767
0.400793 0.505891
0.388557 0.274573
0.687571 0.568120
0.102754 0.584331
0.532646 0.341237
0.486113 0.008800
0.522418 0.185047
0.610980 0.778965
0.034309 0.209869
0.392503 0.508231
0.813318 0.337768
0.310037 0.165179
0.375652 0.120160
0.469539 0.538751
0.164251 0.542968
0.898247 0.866467
0.549552 0.969666
0.464178 0.308788
0.391156 0.351166
0.671036 0.246515
0.242668 0.344191
0.738728 0.118551
0.746817 0.449710
0.394407 0.739246
0.826705 0.737768
0.321396 0.463378
0.687978 0.729623
0.178949 0.869167
0.961323 0.166115
0.165141 0.309887
0.689676 0.817523
0.028534 0.123611
0.683685 0.067031
0.823819 0.820617
0.588696 0.146852
0.168604 0.623516
0.454279 0.234460
0.756162 0.693109
0.031159 0.788492
0.552035 0.042785
0.319212 0.619934
