0.470372 0.935570
0.688727 0.568555
0.031852 0.707322
0.616836 0.454166
0.535852 0.432238
0.611212 0.451777
0.754925 0.534962
0.108930 0.412152
0.556773 0.043578
0.611611 0.529022
0.682027 0.644386
0.468493 0.382520
0.683031 0.651133
0.395451 0.431619
0.834540 0.660711
0.539960 0.572804
0.029531 0.291230
0.320725 0.935439
0.233711 0.203952
0.896218 0.453908
0.173062 0.707094
0.681008 0.572320
0.103341 0.162184
0.742578 0.287275
0.901989 0.702287
0.612522 0.618277
0.612121 0.934391
0.400211 0.905687
0.961734 0.828400
0.320413 0.614929
0.611161 0.617893
0.469241 0.617300
0.464533 0.615548
0.465239 0.617338
0.467956 0.389364
0.245236 0.585492
0.373468 0.119707
0.036308 0.952419
0.105267 0.496540
0.613674 0.529174
0.035044 0.949046
0.825053 0.996182
0.815901 0.083577
0.034749 0.949777
0.896065 0.948516
0.689844 0.823100
0.616914 0.936360
0.472541 0.772343
0.753140 0.453964
0.562934 0.041698
0.102627 0.747722
0.248972 0.425896
0.891732 0.451509
0.166733 0.870617
0.103039 0.171230
0.469144 0.536647
0.172234 0.159451
0.316769 0.788892
0.396916 0.822602
0.027713 0.867799
0.893734 0.034344
0.032938 0.872573
0.465690 0.389098
0.828530 0.996291
0.178611 0.952678
0.248554 0.820423
0.692380 0.649687
0.824786 0.906849
0.810729 0.167217
0.684922 0.489063
0.033136 0.625684
0.175329 0.865183
0.762302 0.695385
0.105811 0.496526
0.899490 0.953342
0.884523 0.202621
0.894842 0.949961
0.470964 0.775376
0.101685 0.081441
0.045647 0.626351
0.177083 0.787038
0.481568 0.011401
0.247110 0.581418
0.035039 0.370549
0.372384 0.045688
0.827607 0.492461
0.969667 0.494915
0.965819 0.827069
0.250055 0.426429
0.303659 0.084887
0.758523 0.614958
0.395423 0.353697
0.380605 0.197872
0.250575 0.504235
0.389209 0.281608
0.883924 0.377110
0.104869 0.667838
0.402471 0.663454
0.177226 0.788803
0.680770 0.899055
0.535496 0.731039
0.886008 0.375120
0.900039 0.039924
0.899115 0.619237
0.520433 0.183741
0.032693 0.041006
0.176278 0.463557
0.742523 0.194180
0.234164 0.045364
0.317149 0.383765
0.689489 0.985774
0.381198 0.198345
0.246097 0.894849
0.891498 0.205896
0.373839 0.118499
0.618569 0.775795
0.109712 0.750381
0.100942 0.082551
0.964783 0.909499
0.968157 0.993816
0.236556 0.117162
0.386045 0.658892
0.401009 0.826479
0.900410 0.618700
0.675561 0.246687
0.676993 0.335828
0.096276 0.832787
0.685560 0.736237
0.615507 0.090999
0.035153 0.131226
0.105719 0.334858
0.963407 0.587208
0.821442 0.083241
0.105488 0.669044
0.822286 0.081067
0.098003 0.822364
0.303726 0.004542
0.536649 0.575973
0.889883 0.119248
0.684022 0.492762
0.962732 0.830237
0.316778 0.541383
0.888788 0.284887
0.105379 0.411102
0.434173 0.072111
0.694633 0.985391
0.172533 0.155470
0.107343 0.913767
0.319284 0.469860
0.394849 0.582993
0.023242 0.206965
0.814891 0.412714
0.756590 0.949704
0.464071 0.461233
0.667316 0.163253
0.968376 0.998308
0.303616 0.162876
0.305885 0.245585
0.393004 0.659284
0.327843 0.461121
0.400114 0.744657
0.178212 0.949762
0.738052 0.203699
0.822628 0.742204
0.886959 0.286759
0.179317 0.543692
0.896592 0.534304
0.670903 0.163441
0.380343 0.201294
0.822643 0.493192
0.034936 0.451438
0.327033 0.789953
0.166080 0.083449
0.901133 0.779508
0.810436 0.248713
0.395707 0.431009
0.890496 0.116415
0.608657 0.376650
0.897235 0.615892
0.893213 0.865047
0.399289 0.431554
0.324709 0.939041
0.173867 0.544797
0.901943 0.698510
0.315365 0.389400
0.445410 0.073216
0.385870 0.746679
0.246332 0.899940
0.032981 0.289207
0.243603 0.663455
0.602658 0.376301
0.892849 0.537655
0.894722 0.533007
0.962213 0.912177
0.613164 0.087275
0.035398 0.041513
0.680328 0.486490
0.747403 0.114213
