0.326866 0.936081 3
0.967948 0.744650 2
0.826748 0.822674 3
0.439218 0.072276 3
0.743804 0.287576 3
0.030173 0.869792 3
0.176951 0.462203 3
0.108823 0.411999 3
0.320952 0.540569 3
0.369897 0.045944 2
0.833394 0.659763 3
0.244256 0.747874 3
0.235901 0.203872 3
0.685844 0.732705 3
0.757827 0.862579 3
0.959338 0.246633 3
0.683909 0.901849 3
0.316668 0.706032 3
0.612004 0.615657 3
0.106042 0.911401 3
0.969496 0.663589 3
0.757380 0.613444 3
0.471144 0.854627 3
0.902275 0.698744 3
0.675929 0.334527 3
0.759977 0.032925 3
0.097102 0.253319 2
0.105345 0.667916 3
0.101485 0.998134 3
0.482501 0.010725 3
0.603229 0.298418 3
0.033768 0.453719 4
0.828126 0.579126 3
0.167952 0.022565 2
0.540671 0.894236 3
0.537549 0.733882 2
0.464965 0.700576 3
0.755410 0.534952 3
0.102862 0.333247 2
0.242813 0.344180 3
0.035981 0.542353 3
0.817454 0.164350 3
0.612453 0.856496 3
0.884894 0.374040 3
0.683597 0.067931 3
0.964866 0.496577 3
0.248959 0.504386 3
0.306612 0.246395 3
0.168735 0.307585 2
0.398134 0.824858 3
0.755205 0.946796 3
0.320717 0.315562 2
0.248575 0.967908 2
0.237723 0.040003 3
0.825487 0.907438 3
0.536625 0.659353 3
0.888438 0.286497 3
0.521916 0.184094 3
0.393558 0.352685 3
0.230823 0.274101 2
0.319473 0.619538 3
0.319122 0.386975 3
0.305350 0.163508 3
0.623865 0.011160 2
0.175709 0.704072 3
0.178791 0.377526 2
0.026029 0.209922 3
0.467733 0.537263 3
0.615962 0.091283 3
0.959130 0.328294 3
0.236204 0.115880 3
0.407880 0.983314 3
0.958210 0.165601 3
0.474222 0.934157 3
0.540513 0.810068 3
0.167536 0.086865 2
0.668941 0.162333 3
0.894819 0.867914 3
0.395731 0.583731 3
0.960216 0.409358 3
0.964188 0.911210 3
0.898089 0.782487 3
0.677575 0.409360 2
0.611759 0.453108 3
0.815081 0.333375 3
0.450561 0.150454 3
0.303856 0.084460 3
0.741623 0.198360 3
0.599186 0.215220 3
0.031770 0.289387 3
0.536067 0.498770 2
0.246960 0.425152 3
0.400996 0.903767 3
0.158670 0.233622 3
0.467579 0.463348 2
0.312047 0.006079 3
0.612644 0.695812 3
0.528412 0.262815 3
0.454886 0.233739 3
0.816796 0.411806 3
0.462526 0.309679 2
0.965502 0.582053 3
0.030532 0.126895 3
0.614177 0.776249 3
0.755826 0.779592 3
0.747790 0.450861 3
0.515086 0.108803 3
0.823298 0.491517 3
0.757025 0.694623 3
0.392985 0.742604 4
0.894659 0.451961 3
0.032078 0.785309 2
0.539211 0.577076 3
0.033700 0.042920 3
0.551036 0.967691 2
0.673772 0.247640 3
0.322960 0.862306 3
0.323134 0.789585 3
0.034771 0.369658 3
0.040303 0.625818 3
0.106163 0.748788 3
0.959440 0.081577 3
0.387455 0.277548 3
0.174519 0.950603 3
0.104759 0.498401 3
0.244441 0.896558 3
0.811582 0.245925 3
0.539335 0.427346 3
0.825904 0.739956 3
0.098951 0.828215 3
0.246775 0.663319 3
0.176360 0.787798 3
0.687423 0.819432 3
0.690432 0.985190 3
0.249063 0.821975 2
0.033064 0.709383 2
0.169597 0.622267 3
0.246744 0.584407 3
0.605597 0.375649 3
0.743659 0.118180 3
0.103577 0.581295 2
0.612796 0.530685 3
0.100794 0.167290 3
0.615201 0.934699 3
0.896297 0.037292 3
0.585402 0.144663 2
0.890622 0.120855 3
0.747514 0.368200 2
0.828404 0.994762 3
0.530933 0.343665 3
0.969207 0.997054 3
0.471158 0.774577 3
0.887784 0.207459 3
0.396648 0.507061 2
0.685769 0.569665 3
0.374320 0.119455 3
0.172479 0.543819 3
0.322841 0.464786 3
0.173671 0.868322 3
0.557247 0.042687 3
0.685812 0.648402 3
0.467380 0.386994 3
0.396816 0.431394 3
0.963428 0.828569 3
0.466338 0.616729 3
0.035367 0.950414 3
0.819876 0.082628 3
0.896799 0.950606 3
0.172383 0.157460 2
0.683091 0.489438 3
0.101313 0.081996 2
0.380715 0.199170 3
0.393840 0.660543 3
0.898920 0.617943 3
0.894721 0.534989 3
